# sqrt_k_eta0 h omega_b omega_cdm A_s n_s
3.51003245e+00 7.20762488e-01 2.23146366e-02 1.25131567e-01 2.12809707e-09 9.61431856e-01
3.70351290e+00 6.99842959e-01 2.16722388e-02 1.25604908e-01 2.27585392e-09 9.67515729e-01
3.51524476e+00 7.15794800e-01 2.21875135e-02 1.10986823e-01 1.92270815e-09 9.61414278e-01
3.73545259e+00 7.00730068e-01 2.20174203e-02 1.19813351e-01 2.19272376e-09 9.66929138e-01
3.42657391e+00 7.09876827e-01 2.19689132e-02 1.25589144e-01 2.25070546e-09 9.60282230e-01
3.68863427e+00 7.27913516e-01 2.18940683e-02 1.23149432e-01 2.12488448e-09 9.67972957e-01
3.85354929e+00 7.26047910e-01 2.19455693e-02 1.19793873e-01 2.05322597e-09 9.60836735e-01
3.68528373e+00 7.06258905e-01 2.17768622e-02 1.24937187e-01 1.91069060e-09 9.58353578e-01
3.59890465e+00 7.22044122e-01 2.22026992e-02 1.29075196e-01 2.11463258e-09 9.67033563e-01
3.56065748e+00 6.25092882e-01 2.16959773e-02 1.18612643e-01 2.03030818e-09 9.70229323e-01
3.46327186e+00 7.21959758e-01 2.19246878e-02 1.24752548e-01 2.27934255e-09 9.70191601e-01
3.76354539e+00 6.93314081e-01 2.16869846e-02 1.25692607e-01 2.18407839e-09 9.59087414e-01
3.76870058e+00 6.93227074e-01 2.21797186e-02 1.21203011e-01 1.95490561e-09 9.66950593e-01
3.71056686e+00 7.13039306e-01 2.16506940e-02 1.23343986e-01 2.04883173e-09 9.64351269e-01
3.83281098e+00 6.86537498e-01 2.22918484e-02 1.29508082e-01 2.00489923e-09 9.63935125e-01
3.47806866e+00 6.94623270e-01 2.20391184e-02 1.23439160e-01 2.07367937e-09 9.69565402e-01
3.57961266e+00 6.98466798e-01 2.20241674e-02 1.24306427e-01 2.14342002e-09 9.65225729e-01
3.52422203e+00 7.00956611e-01 2.20683252e-02 1.26271679e-01 2.09523805e-09 9.61712701e-01
3.56413405e+00 6.96666494e-01 2.20666439e-02 1.17821540e-01 2.03463652e-09 9.55755896e-01
3.92245403e+00 6.83867710e-01 2.21115769e-02 1.22320804e-01 1.97941833e-09 9.65106329e-01
3.70054334e+00 7.30864449e-01 2.21775241e-02 1.11825902e-01 2.01908425e-09 9.63257264e-01
4.03696204e+00 6.78431623e-01 2.24426525e-02 1.21788775e-01 2.09005531e-09 9.62704032e-01
3.94556679e+00 6.92967470e-01 2.21227683e-02 1.19236702e-01 2.00195891e-09 9.58073741e-01
3.63671093e+00 6.92302694e-01 2.17587305e-02 1.12318556e-01 2.10204593e-09 9.59599804e-01
3.68221219e+00 7.31855669e-01 2.23818267e-02 1.27020856e-01 2.07281855e-09 9.70160031e-01
3.55355218e+00 7.08573659e-01 2.18553922e-02 1.21562707e-01 2.26596819e-09 9.68495684e-01
3.36395762e+00 6.95822308e-01 2.18900658e-02 1.14988480e-01 1.97232392e-09 9.72524625e-01
3.82164535e+00 6.64960123e-01 2.18052202e-02 1.23634926e-01 2.04907738e-09 9.60906400e-01
3.51754534e+00 6.78539229e-01 2.18797179e-02 1.20888713e-01 2.19493626e-09 9.67816745e-01
3.32820728e+00 7.22969491e-01 2.19676255e-02 1.17490296e-01 2.16176118e-09 9.59203886e-01
3.80221805e+00 6.88003971e-01 2.21725551e-02 1.26647331e-01 2.01493116e-09 9.65831321e-01
3.57456247e+00 7.05589532e-01 2.21437459e-02 1.17873755e-01 2.01197526e-09 9.63492511e-01
3.36846367e+00 6.97487351e-01 2.17195529e-02 1.29698668e-01 1.90439576e-09 9.61410644e-01
3.79792302e+00 7.21929122e-01 2.20908637e-02 1.15926880e-01 2.32382369e-09 9.66625014e-01
3.85919197e+00 7.09380042e-01 2.15609349e-02 1.15113100e-01 2.19634136e-09 9.65429366e-01
3.34890696e+00 6.89305213e-01 2.21919012e-02 1.16771197e-01 2.09946457e-09 9.65700969e-01
3.96804819e+00 6.63555337e-01 2.19250539e-02 1.27062562e-01 2.07853884e-09 9.63762738e-01
3.67182480e+00 7.15744445e-01 2.19400563e-02 1.17992239e-01 2.12387678e-09 9.65752756e-01
3.37633452e+00 7.07724397e-01 2.20448245e-02 1.14563265e-01 2.20938901e-09 9.59982725e-01
3.01497745e+00 7.13091552e-01 2.22454490e-02 1.21604681e-01 2.05912038e-09 9.73610288e-01
3.20561186e+00 6.88343784e-01 2.18633933e-02 1.19143260e-01 2.03295933e-09 9.65385245e-01
3.42761993e+00 7.22402052e-01 2.22842879e-02 1.19682142e-01 2.15991157e-09 9.62676284e-01
3.92721050e+00 7.36254998e-01 2.18477220e-02 1.17727489e-01 2.13944734e-09 9.69278916e-01
3.79055802e+00 6.89250531e-01 2.22641985e-02 1.20613366e-01 1.89157694e-09 9.65709965e-01
3.62384804e+00 7.14964002e-01 2.20975490e-02 1.13376526e-01 2.31355468e-09 9.62110647e-01
3.81183093e+00 7.24649049e-01 2.20351712e-02 1.17799562e-01 2.22341932e-09 9.64057484e-01
3.82646186e+00 6.95435779e-01 2.17183322e-02 1.19975006e-01 2.04416414e-09 9.63166624e-01
3.21106659e+00 7.33416708e-01 2.16167600e-02 1.20512644e-01 2.01762288e-09 9.68270771e-01
3.67624382e+00 7.03362968e-01 2.19557979e-02 1.14582388e-01 2.16440065e-09 9.64194631e-01
3.80381022e+00 7.04239883e-01 2.19257578e-02 1.23383931e-01 2.06766566e-09 9.64446203e-01
3.74435040e+00 7.10033082e-01 2.22173041e-02 1.19388870e-01 2.23449437e-09 9.63383768e-01
3.57229473e+00 6.90445374e-01 2.18408546e-02 1.20027754e-01 2.08278289e-09 9.63257077e-01
3.32426445e+00 6.94202466e-01 2.20478035e-02 1.26437782e-01 2.07161239e-09 9.59704941e-01
3.66863682e+00 7.41885181e-01 2.20224636e-02 1.18928113e-01 2.17836872e-09 9.66635815e-01
3.57648203e+00 7.05658033e-01 2.19791626e-02 1.18196303e-01 2.13962294e-09 9.72941212e-01
3.45239063e+00 6.71381624e-01 2.20929443e-02 1.28297382e-01 2.20459773e-09 9.70587403e-01
3.34655403e+00 7.30150219e-01 2.15871778e-02 1.21446724e-01 1.97692830e-09 9.64115489e-01
3.84555801e+00 7.27754439e-01 2.19310098e-02 1.21787639e-01 2.12730775e-09 9.64401986e-01
3.45956159e+00 7.30627263e-01 2.19508515e-02 1.23698387e-01 2.00042589e-09 9.64411083e-01
3.77830918e+00 6.76406471e-01 2.22214866e-02 1.22655247e-01 2.02596585e-09 9.66705359e-01
3.34473128e+00 7.12548911e-01 2.19512504e-02 1.21285659e-01 2.20180427e-09 9.66675792e-01
3.44692368e+00 6.84928995e-01 2.19920761e-02 1.20667340e-01 2.25005648e-09 9.66031962e-01
3.57410776e+00 6.93435394e-01 2.21340242e-02 1.18824733e-01 2.15256103e-09 9.61386583e-01
3.63684319e+00 6.79475749e-01 2.20814985e-02 1.23248417e-01 2.16663500e-09 9.67392537e-01
3.67686753e+00 6.98274175e-01 2.17115793e-02 1.21600538e-01 2.12220342e-09 9.64467615e-01
3.67934461e+00 7.22091323e-01 2.18996631e-02 1.18246637e-01 2.14993467e-09 9.63940820e-01
3.53474246e+00 6.77138302e-01 2.18576802e-02 1.17203074e-01 2.09999245e-09 9.68305587e-01
3.74379786e+00 7.08125460e-01 2.21306741e-02 1.15552420e-01 2.25482054e-09 9.73969859e-01
3.39040028e+00 7.13939898e-01 2.17139064e-02 1.24035338e-01 2.13277662e-09 9.69605446e-01
3.60024851e+00 7.21157156e-01 2.16733256e-02 1.21807122e-01 2.05812102e-09 9.57696608e-01
3.73544928e+00 6.98360645e-01 2.23122790e-02 1.23783865e-01 2.04069662e-09 9.67102401e-01
3.20701909e+00 6.99345897e-01 2.22549808e-02 1.20049138e-01 2.07242600e-09 9.57144620e-01
3.24190522e+00 7.12635858e-01 2.17103812e-02 1.27352959e-01 2.13013192e-09 9.73417518e-01
3.43618262e+00 7.18958767e-01 2.17932461e-02 1.26152369e-01 1.91579293e-09 9.64291927e-01
3.57618815e+00 7.13021438e-01 2.22539073e-02 1.14634027e-01 2.07066671e-09 9.64030164e-01
2.98860205e+00 7.38368060e-01 2.18842345e-02 1.27389785e-01 2.14537393e-09 9.63790199e-01
3.88051154e+00 7.24247088e-01 2.16773052e-02 1.17704134e-01 2.14248941e-09 9.70030178e-01
3.38693149e+00 7.05527123e-01 2.23360269e-02 1.17282661e-01 2.08703027e-09 9.57276275e-01
3.47847245e+00 6.96094840e-01 2.15845194e-02 1.21690592e-01 2.30016143e-09 9.70543657e-01
3.37906306e+00 7.13541952e-01 2.21120321e-02 1.16738527e-01 2.20049142e-09 9.66447203e-01
3.53190258e+00 7.09247740e-01 2.18266440e-02 1.22613081e-01 1.90435616e-09 9.64486104e-01
3.46089427e+00 6.74964384e-01 2.19699782e-02 1.20858655e-01 1.90499022e-09 9.59645363e-01
3.67424488e+00 7.28575064e-01 2.18814364e-02 1.18750205e-01 2.10484512e-09 9.65544005e-01
3.51238942e+00 6.96969097e-01 2.20803175e-02 1.11105976e-01 2.04253459e-09 9.68144839e-01
3.32123567e+00 7.07185234e-01 2.22341801e-02 1.22714644e-01 2.08740794e-09 9.65602323e-01
3.42310506e+00 6.87589572e-01 2.20454580e-02 1.23689058e-01 1.88464553e-09 9.63536973e-01
3.52483157e+00 7.06598772e-01 2.21963988e-02 1.24423652e-01 1.93862843e-09 9.71246349e-01
3.68130191e+00 7.07184876e-01 2.18771129e-02 1.13233378e-01 2.17587010e-09 9.62270906e-01
3.39229312e+00 7.12702225e-01 2.18799949e-02 1.19363466e-01 2.05823836e-09 9.69565946e-01
3.19139642e+00 7.02500715e-01 2.20407216e-02 1.16461091e-01 2.09731228e-09 9.66767266e-01
3.80079961e+00 7.13656814e-01 2.20652090e-02 1.21701536e-01 1.75717463e-09 9.63814657e-01
3.51201242e+00 6.82656706e-01 2.19799120e-02 1.24073336e-01 1.97335268e-09 9.65667355e-01
3.62669668e+00 7.13440490e-01 2.21093411e-02 1.23116006e-01 2.01902722e-09 9.59660660e-01
3.91094746e+00 6.68094551e-01 2.17478513e-02 1.14132878e-01 2.15924364e-09 9.67913843e-01
3.61743404e+00 6.98856170e-01 2.16618405e-02 1.21243283e-01 1.92526297e-09 9.70233652e-01
3.52889901e+00 7.16152811e-01 2.20209864e-02 1.22018648e-01 1.98172207e-09 9.65230717e-01
3.66325482e+00 6.64663821e-01 2.22929505e-02 1.20377346e-01 2.08050699e-09 9.65902485e-01
3.60598885e+00 6.76005891e-01 2.21000937e-02 1.19663172e-01 2.08549970e-09 9.63471202e-01
3.71763020e+00 7.53073122e-01 2.17796179e-02 1.17566226e-01 2.06591686e-09 9.65788281e-01
3.82599291e+00 6.78426175e-01 2.20523045e-02 1.21894252e-01 2.00601990e-09 9.69883910e-01
3.42942028e+00 7.14767369e-01 2.20684886e-02 1.16405537e-01 2.10469626e-09 9.58640361e-01
3.84399681e+00 6.90355223e-01 2.20631334e-02 1.19808592e-01 2.05458555e-09 9.62772905e-01
3.65066419e+00 7.05451916e-01 2.19759781e-02 1.21439160e-01 1.96010247e-09 9.66609334e-01
3.59083140e+00 7.32034402e-01 2.20948455e-02 1.23988463e-01 2.00484660e-09 9.66138929e-01
3.48371795e+00 6.99425591e-01 2.20877257e-02 1.18071683e-01 2.08147196e-09 9.62736880e-01
3.48745220e+00 6.93823258e-01 2.16744985e-02 1.20621740e-01 2.05488283e-09 9.64299157e-01
3.55471893e+00 7.08219493e-01 2.22924740e-02 1.20596697e-01 2.02259451e-09 9.64305551e-01
3.81648969e+00 6.87991520e-01 2.22173689e-02 1.14207728e-01 2.19266812e-09 9.61580941e-01
3.66484649e+00 6.88851964e-01 2.20405952e-02 1.12228991e-01 2.08045575e-09 9.68967577e-01
3.83264410e+00 6.87412322e-01 2.19876991e-02 1.14683238e-01 2.17230954e-09 9.70797338e-01
3.84821280e+00 7.07330957e-01 2.21646103e-02 1.22064051e-01 2.05543399e-09 9.66542586e-01
3.58624414e+00 6.93804359e-01 2.20834910e-02 1.15963894e-01 2.04898774e-09 9.62427503e-01
3.66712788e+00 6.96559481e-01 2.24156793e-02 1.20873222e-01 2.13703289e-09 9.61614560e-01
3.87860935e+00 7.04740681e-01 2.22750412e-02 1.23470518e-01 2.21657986e-09 9.66032217e-01
3.74266302e+00 6.92601255e-01 2.18348998e-02 1.23360532e-01 2.19894538e-09 9.69129709e-01
3.50507366e+00 6.82448287e-01 2.19717648e-02 1.25736246e-01 2.14469887e-09 9.60690147e-01
3.56032719e+00 6.85761602e-01 2.19783608e-02 1.23866337e-01 2.11015285e-09 9.68741520e-01
3.66828217e+00 6.93662293e-01 2.20795022e-02 1.20192613e-01 2.12297693e-09 9.62872308e-01
3.52760746e+00 6.44749204e-01 2.23504376e-02 1.20322245e-01 2.25028668e-09 9.59396033e-01
3.82102630e+00 6.77529888e-01 2.22449106e-02 1.25966893e-01 2.04971744e-09 9.61223155e-01
3.52412788e+00 6.67265144e-01 2.19646135e-02 1.26552627e-01 2.06729628e-09 9.65914409e-01
3.95510973e+00 6.55511750e-01 2.22788739e-02 1.27115267e-01 2.00084702e-09 9.57419427e-01
3.64292400e+00 6.95183307e-01 2.18151265e-02 1.19917435e-01 2.01731513e-09 9.63242233e-01
3.65783801e+00 7.06359565e-01 2.20071575e-02 1.24137487e-01 2.04930737e-09 9.69914636e-01
3.38407002e+00 6.69926699e-01 2.19665280e-02 1.19264444e-01 1.99969267e-09 9.63829127e-01
3.43387903e+00 6.94569951e-01 2.21651165e-02 1.24486235e-01 2.14920125e-09 9.68036011e-01
3.51156723e+00 7.25696894e-01 2.21602521e-02 1.24100785e-01 2.11114998e-09 9.63661838e-01
3.40492049e+00 6.96752802e-01 2.18594885e-02 1.16357983e-01 2.13027495e-09 9.69347446e-01
3.68407801e+00 7.21285210e-01 2.18845408e-02 1.18934641e-01 2.27661619e-09 9.62344994e-01
3.57018522e+00 6.99707806e-01 2.19392031e-02 1.21202847e-01 2.03901559e-09 9.63473164e-01
3.64461658e+00 7.04889183e-01 2.19927791e-02 1.28852580e-01 2.00658355e-09 9.68446526e-01
3.77240880e+00 6.77660347e-01 2.18628093e-02 1.16164536e-01 1.97986285e-09 9.58537988e-01
3.37509142e+00 6.75017070e-01 2.18208488e-02 1.19658321e-01 2.12751435e-09 9.69716909e-01
2.96312469e+00 7.27397829e-01 2.17850335e-02 1.19640254e-01 1.92327262e-09 9.64097983e-01
3.71487413e+00 6.73400670e-01 2.19339558e-02 1.17517555e-01 2.05423903e-09 9.62607202e-01
3.52120323e+00 6.81513415e-01 2.20616901e-02 1.16454508e-01 2.07475077e-09 9.70689433e-01
3.62583282e+00 6.93295007e-01 2.23693275e-02 1.22918627e-01 2.34237124e-09 9.64651662e-01
3.65172281e+00 6.98250582e-01 2.21180238e-02 1.15121682e-01 2.12727879e-09 9.54233664e-01
3.91355595e+00 7.05300608e-01 2.18141175e-02 1.23542350e-01 1.94428196e-09 9.55991053e-01
3.38964435e+00 7.01319564e-01 2.17784290e-02 1.30054118e-01 2.07041404e-09 9.67445078e-01
3.68515128e+00 6.95765553e-01 2.23024717e-02 1.28147926e-01 2.12593257e-09 9.67504969e-01
3.90590135e+00 6.96934924e-01 2.19821525e-02 1.17485459e-01 2.31609548e-09 9.68189835e-01
3.74302055e+00 7.30210747e-01 2.21067828e-02 1.24374826e-01 2.04613498e-09 9.67329519e-01
3.26444703e+00 6.99304577e-01 2.16113613e-02 1.21623401e-01 2.16802514e-09 9.70428883e-01
3.32263531e+00 6.96378296e-01 2.18683828e-02 1.21907004e-01 2.08396339e-09 9.58910110e-01
3.68762193e+00 7.23436653e-01 2.24638132e-02 1.24754538e-01 2.21734129e-09 9.68358666e-01
3.54093417e+00 7.30789567e-01 2.17931975e-02 1.24410436e-01 2.09172896e-09 9.70590576e-01
3.64359691e+00 6.94909247e-01 2.19019030e-02 1.13575232e-01 2.07495615e-09 9.64395127e-01
3.63328404e+00 6.85620520e-01 2.18353937e-02 1.21911542e-01 2.04265697e-09 9.66494177e-01
3.72122550e+00 7.09677865e-01 2.20895700e-02 1.21287506e-01 1.97046280e-09 9.66422740e-01
3.46056550e+00 7.14557441e-01 2.17486762e-02 1.18600316e-01 2.18317401e-09 9.64210570e-01
4.03395115e+00 7.09324290e-01 2.21391580e-02 1.14422274e-01 2.01372104e-09 9.70396278e-01
3.73132981e+00 6.83763850e-01 2.19330843e-02 1.23433450e-01 2.00747775e-09 9.65688309e-01
3.57430529e+00 7.15677478e-01 2.20033040e-02 1.17350737e-01 2.08440990e-09 9.53739763e-01
3.78968677e+00 7.50462166e-01 2.19416125e-02 1.10036561e-01 2.14680274e-09 9.63625268e-01
3.31435862e+00 7.19388049e-01 2.17947180e-02 1.24391585e-01 1.87831391e-09 9.58272285e-01
3.52490065e+00 6.84717729e-01 2.23000609e-02 1.25027803e-01 2.26857268e-09 9.67890636e-01
3.78814210e+00 7.11885664e-01 2.20372448e-02 1.17375735e-01 2.13795917e-09 9.63720191e-01
3.43674030e+00 6.88003535e-01 2.22944053e-02 1.23787367e-01 2.00679220e-09 9.72305969e-01
3.55397690e+00 6.83228012e-01 2.18059585e-02 1.22859852e-01 2.02222296e-09 9.66699656e-01
3.64423299e+00 7.42187020e-01 2.20625965e-02 1.15597636e-01 2.29276279e-09 9.68649470e-01
3.41683142e+00 6.81841831e-01 2.18789475e-02 1.17159211e-01 2.27096436e-09 9.62082420e-01
3.82929058e+00 6.88391266e-01 2.24021393e-02 1.17317586e-01 2.00213777e-09 9.64809035e-01
3.31839108e+00 6.90591935e-01 2.16918964e-02 1.26750632e-01 2.11621492e-09 9.65355351e-01
3.50148310e+00 7.09168648e-01 2.18426008e-02 1.27679362e-01 2.02969338e-09 9.61243549e-01
3.32103536e+00 7.13982408e-01 2.19335778e-02 1.21612353e-01 2.04447927e-09 9.70003345e-01
3.45295965e+00 7.02003370e-01 2.19669285e-02 1.23959442e-01 2.09727533e-09 9.69048787e-01
3.37253089e+00 6.60220602e-01 2.20767265e-02 1.16278500e-01 2.12835402e-09 9.64085060e-01
3.36037198e+00 6.79454645e-01 2.16949892e-02 1.12179848e-01 2.12993674e-09 9.65463629e-01
3.34512636e+00 6.79021076e-01 2.18780768e-02 1.23827055e-01 2.16293976e-09 9.67644319e-01
3.77060837e+00 6.97335457e-01 2.19583155e-02 1.21251803e-01 1.99953148e-09 9.59285040e-01
3.43984228e+00 6.93714881e-01 2.21156628e-02 1.23814079e-01 1.95878056e-09 9.69567601e-01
3.27847982e+00 7.19385919e-01 2.18410086e-02 1.23325317e-01 2.01655414e-09 9.68505720e-01
3.32353985e+00 6.72978957e-01 2.20516766e-02 1.20254199e-01 2.09129761e-09 9.67397362e-01
3.35583256e+00 7.00280572e-01 2.19954203e-02 1.16701948e-01 2.06697023e-09 9.61029010e-01
3.35655173e+00 7.04349187e-01 2.20881866e-02 1.21341089e-01 1.90977020e-09 9.57835523e-01
3.64628823e+00 6.82021757e-01 2.16847691e-02 1.17970521e-01 2.19070539e-09 9.68326594e-01
3.63212427e+00 7.27190005e-01 2.21582910e-02 1.27578732e-01 2.04987688e-09 9.72892369e-01
3.83341685e+00 7.27801798e-01 2.20189168e-02 1.15279284e-01 2.14166473e-09 9.71814631e-01
3.59763009e+00 7.09584434e-01 2.22415944e-02 1.20092068e-01 1.94879363e-09 9.65650552e-01
3.27673475e+00 7.21360812e-01 2.20687185e-02 1.23808254e-01 2.01603375e-09 9.61428637e-01
3.76177198e+00 7.33926190e-01 2.22649651e-02 1.20697411e-01 2.20540608e-09 9.70318978e-01
3.31531702e+00 7.14150905e-01 2.17315048e-02 1.19124399e-01 2.17030725e-09 9.62335030e-01
3.54208758e+00 7.17900659e-01 2.17249036e-02 1.16793020e-01 2.07108153e-09 9.72079466e-01
3.77455344e+00 6.72765234e-01 2.22279243e-02 1.18925250e-01 2.08147024e-09 9.69174389e-01
3.43911377e+00 6.99595740e-01 2.18409450e-02 1.23430299e-01 2.25824945e-09 9.65408696e-01
3.57845732e+00 7.17664076e-01 2.21581828e-02 1.14266260e-01 2.08992120e-09 9.62888035e-01
3.24802316e+00 7.02870474e-01 2.16599598e-02 1.23103570e-01 2.15706854e-09 9.71041353e-01
3.66664755e+00 7.12882151e-01 2.18035495e-02 1.18754778e-01 2.04923970e-09 9.65048676e-01
3.63195270e+00 6.83800972e-01 2.22303327e-02 1.24569738e-01 2.18364715e-09 9.64905302e-01
3.26955000e+00 6.67746466e-01 2.22396041e-02 1.21273353e-01 2.12621846e-09 9.69026575e-01
3.73482966e+00 7.01876842e-01 2.20511470e-02 1.20763704e-01 2.21449323e-09 9.63820525e-01
3.55993675e+00 7.20357679e-01 2.17245894e-02 1.19146689e-01 2.11916676e-09 9.57233143e-01
3.49111298e+00 7.43891018e-01 2.19634322e-02 1.23708443e-01 2.15803431e-09 9.66428872e-01
3.76544402e+00 7.00135329e-01 2.20857426e-02 1.22633327e-01 2.14911696e-09 9.70167540e-01
3.65335931e+00 7.13858766e-01 2.19923337e-02 1.26169526e-01 2.11763058e-09 9.62176161e-01
3.58130187e+00 7.41149382e-01 2.17638404e-02 1.17654616e-01 2.19104275e-09 9.62704489e-01
3.52255275e+00 6.82850036e-01 2.18248525e-02 1.19698714e-01 2.13251475e-09 9.71798303e-01
3.59447923e+00 7.10060095e-01 2.23556868e-02 1.11676266e-01 2.04350949e-09 9.62122561e-01
3.88174992e+00 7.21704117e-01 2.19233991e-02 1.20685443e-01 2.15562739e-09 9.62758788e-01
3.37464796e+00 6.95391654e-01 2.21040528e-02 1.18359399e-01 2.07531828e-09 9.69312179e-01
3.62748685e+00 7.33773161e-01 2.21546058e-02 1.25552301e-01 2.14141228e-09 9.61262447e-01
3.32868618e+00 6.83509328e-01 2.20247375e-02 1.15034217e-01 2.13458843e-09 9.66244291e-01
4.05143688e+00 6.70575041e-01 2.18472232e-02 1.16364490e-01 2.11908994e-09 9.63645263e-01
3.91766874e+00 6.91228477e-01 2.18548631e-02 1.23324482e-01 2.17228564e-09 9.61844019e-01
3.94131995e+00 7.11058777e-01 2.21412812e-02 1.15603128e-01 2.09298030e-09 9.61830974e-01
3.86633381e+00 6.83623732e-01 2.19849348e-02 1.22284752e-01 2.21902745e-09 9.72201141e-01
3.15851610e+00 6.46962413e-01 2.19463532e-02 1.15020322e-01 2.04020669e-09 9.62891310e-01
3.53215721e+00 7.04401379e-01 2.20080163e-02 1.19723171e-01 2.08284570e-09 9.57985659e-01
3.70124904e+00 6.81641823e-01 2.18968737e-02 1.19735837e-01 2.22648625e-09 9.62581480e-01
3.41713106e+00 7.03022775e-01 2.22513372e-02 1.21288198e-01 2.16747151e-09 9.60413136e-01
3.41256724e+00 6.86439443e-01 2.22439147e-02 1.18951191e-01 2.23256386e-09 9.65822626e-01
3.58600356e+00 6.89744813e-01 2.20840345e-02 1.14366505e-01 2.24429050e-09 9.66442508e-01
3.62525241e+00 6.58697805e-01 2.23938195e-02 1.23186414e-01 2.17373572e-09 9.62914873e-01
3.70102369e+00 6.70302646e-01 2.20732564e-02 1.18788502e-01 2.19365821e-09 9.67604575e-01
3.44610837e+00 6.98504474e-01 2.22677284e-02 1.24506225e-01 2.22002613e-09 9.67132849e-01
3.50619655e+00 7.06662959e-01 2.20266190e-02 1.25612190e-01 2.01442993e-09 9.69725195e-01
3.48536579e+00 7.25824438e-01 2.16224020e-02 1.29670307e-01 2.12006446e-09 9.60400992e-01
3.37544199e+00 7.10463539e-01 2.18843559e-02 1.17411183e-01 2.31576995e-09 9.63376196e-01
3.55631129e+00 6.96763911e-01 2.17556950e-02 1.24466563e-01 2.13178189e-09 9.64242377e-01
4.00900980e+00 6.85396443e-01 2.22741975e-02 1.22310940e-01 2.01370548e-09 9.69610083e-01
3.39904915e+00 6.82310593e-01 2.21134775e-02 1.19056130e-01 2.02601303e-09 9.63349826e-01
3.29291067e+00 6.59305750e-01 2.21158997e-02 1.10952956e-01 2.01087757e-09 9.57185858e-01
3.71889077e+00 7.38449686e-01 2.19284664e-02 1.21065092e-01 2.15608549e-09 9.61358669e-01
4.05448447e+00 6.68927177e-01 2.18994920e-02 1.22268835e-01 2.05245428e-09 9.66918786e-01
3.33588879e+00 6.90312954e-01 2.23544972e-02 1.13289671e-01 2.14121860e-09 9.71301024e-01
3.76928422e+00 7.27385028e-01 2.21168754e-02 1.23141942e-01 2.30560913e-09 9.61453766e-01
3.48614835e+00 7.09730354e-01 2.21545830e-02 1.17146104e-01 1.94476324e-09 9.64113149e-01
3.83206801e+00 7.01729383e-01 2.19052330e-02 1.22065875e-01 1.98118251e-09 9.68392501e-01
3.78180393e+00 6.94711267e-01 2.18049773e-02 1.22483596e-01 2.13919923e-09 9.65694567e-01
3.56591573e+00 6.85352479e-01 2.20457942e-02 1.16283920e-01 2.02298104e-09 9.68174193e-01
3.53129693e+00 6.95834352e-01 2.18392743e-02 1.16980228e-01 1.98319002e-09 9.58623625e-01
3.82320920e+00 6.81176704e-01 2.15484293e-02 1.17512324e-01 2.19568309e-09 9.70074008e-01
3.39862449e+00 7.07811243e-01 2.22202479e-02 1.24536292e-01 2.20730318e-09 9.60706155e-01
3.45492899e+00 6.63980498e-01 2.20319267e-02 1.15498680e-01 2.14927586e-09 9.62247346e-01
3.80481656e+00 7.31368138e-01 2.20149418e-02 1.15187004e-01 2.18524695e-09 9.67377897e-01
3.39606162e+00 6.96504820e-01 2.20892330e-02 1.19185873e-01 2.17596806e-09 9.72395536e-01
3.69878087e+00 7.01975356e-01 2.21978070e-02 1.22874228e-01 2.15982806e-09 9.59331618e-01
4.10101126e+00 6.93121383e-01 2.19107203e-02 1.21299998e-01 1.97293364e-09 9.71703677e-01
3.97778922e+00 7.17753710e-01 2.17656744e-02 1.20456114e-01 2.01297708e-09 9.64821262e-01
3.48266416e+00 7.12595537e-01 2.21611752e-02 1.17775171e-01 2.10201822e-09 9.62653540e-01
3.32798719e+00 7.16271362e-01 2.20976641e-02 1.21581732e-01 2.17661589e-09 9.72997946e-01
